text,label,char_count,word_count
"The wrought iron cars, which ran on rails, were sucked through the length of the tube in about a minute.",English,104,20
"Covering a century of slavery, popular revolution, civil war, genocide, and reconciliation, the narrative follows four American women a farm girl in 1902, the wife of the American ambassador at the height of the Cold War, an evangelical missionary in 1983, and the mother of an adopted Mayan daughter in 1999.",English,310,51
"Mba, agaghị aga osimiri Naija n'izu gara aga.",igbo,45,8
Tashin hankali yana haifar da cutarwa ta jiki da ta rai ga mutane kuma tana kawo cikas ga zaman lafiya.,hausa,103,20
Ị ga-ekweta na mpụ gị!,igbo,22,5
Ǹjẹ́ o tílẹ̀ tí rìn ìrin àjò lọ sí orílẹ̀-èdè mìíràn ríi?,yoruba,57,12
AlN was processed with an argon ion laser.,English,42,8
Oríṣiríṣi awọn oúnjẹ ni wọ́n máà ń pín níbi ìgbéyàwó,yoruba,52,10
Ebe a na-akpu isi ga-enye ọtụtụ ọrụ na ngwaahịa dị iche iche.,igbo,61,12
Chịn chịn bụ snaakị a na-ahụ ebe niile na Naịjirịa,igbo,50,10
"In addition, different food products face different treatment during processing that includes heat treatment, enzymatic reaction, hydrolysis, dehydration, fermentation among others.",English,181,21
Ebenezer Church Cemetery Ebenezer Church and its community have a unique place in the heritage of Christian faith and in pioneer farming of the nation.,English,151,25
"Geological Society of America Memorials, 41 December, 1521.",English,62,8
Ǹjẹ́ wàá mú àgbọ̀n bọ̀ ni ọ̀la?,yoruba,31,7
Mẹkánìkì náà sọ pé láfà búrèkì náà yóò bàjẹ́ ní ọjọ́ méjì sí ìsín,yoruba,65,14
Óńka ní ṣiṣẹ̀-n-tẹle nípa nọmba jẹ ìlànà óńka.,yoruba,46,8
Me know asa dabobi suke Abu yadda sukeyi?,hausa,41,8
Na koya yan da ake yin kananan kak.,hausa,35,8
A na-eji ụgbọ ibu nta ebu ibu n'ime ọdụ ụgbọ elu.,igbo,49,11
Zan saya kukan zan yi miya gobe.,hausa,32,7
Duk wani Manhaja Dandalin sada zumunta yana amfani da Yanan-gizo ne.,hausa,68,11
Na shiga cikin tseren gudun bada sanda na huɗu sau ɗari huɗu.,hausa,61,12
Jee zụta fuelu ụgbụa!,igbo,21,4
Ị hụkwara ihe mere n'udu mmịrị?,igbo,31,6
Àwọn ẹ̀wọ̀n mìíràn máa ń pèsè ètò iṣẹ́ tí àwọn ẹlẹ́wọ̀n lè ti kọ́ iṣẹ́ tuntun,yoruba,77,16
Ban taɓa shiga gidan giya ba.,hausa,29,6
Mo ní kó ṣe kíá pẹ̀lú sísọ́ọ̀sì náà.,yoruba,45,8
"The flying squirrel's ecological role in forest ecosystems, therefore, gives it economic value.",English,95,13
Obìnrin tó gbárùkù ti ilé àyágbé àwọn akẹ́kọ̀ọ́ náà wá sí yàrá mi ní àná,yoruba,72,15
Bob Mali ya shahara a da.,hausa,25,6
"Mba, owu rọba ahụ ga-agala ọnụ",igbo,30,6
Obi na-egbutu osisi nkwu.,igbo,25,4
"For more than a century, National Geographic has been a very precise source of information, which has made it one of the most authoritative and prestigious publications in magazine history.",English,189,30
Lọ wo àwọn ọ̀bọ yẹn!,yoruba,20,5
"Barka da samun nasarar naƙuda, alheri ne don samun jariri",hausa,57,10
Wọ́n mu ọmọ kékeré kan tí ó fẹ́ yọ wọ ilé ọtí.,yoruba,46,12
Kukumba ahụ gbanwere ágbá site na akwụkwọ ndụ akwụkwọ ndụ gaa na edo edo,igbo,72,14
The data on this page are the subject of a paper entitled Comparative skull morphology of uropeltid snakes Alethinophidia Uropeltidae with special reference to disarticulated elements and variation by J.C. Olori and C.J.,English,223,33
Uzọka ga-aghọ ube niile dị n'osisi ube áhụ̀.,igbo,44,8
Not everyone requires college.,English,30,4
Bia nga Ụgbua!,igbo,14,3
"Possessing few natural resources upon its newly-granted independence in 1863, Singapore remained economically  until an influx of industrialization and foreign investment took hold there.",English,194,25
Ụlọ ngbanwe ego ahụ na arụ ọrụ bido n'elekere asatọ nke ụtụtụ mechie n'elekere atọ nke ehihie,igbo,93,17
"Nígbà eré náà, mo simi ọrùn ọwọ́ lé apá àga náà",yoruba,47,11
"Six billion SMS short message service messages are sent every day in the United States, according to Forrester Research, and over 2.2 trillion are sent a year.",English,161,27
"Ee, aga m eji ụtazị rịe ji n'anyasị.",igbo,36,8
Yara suna fara samun haƙoran madara ne kafin su fitar da na dindindin,hausa,69,13
Ọjọ́ wo ni wọ́n a san owó oṣù?,yoruba,30,8
Árábirin Adebisi ló n fún áwòn ákèékò ni imòrán lòw,yoruba,51,10
Nwata nwoke si na ya ga azuta igbe oku ma o biawa,igbo,49,12
Jami'a ta dauki direbobi da yawa kwanan,hausa,39,7
Ana iya amfani da lalle wajen rina gemu.,hausa,40,8
Gịnị bụ ụbọchị taa?,igbo,19,4
"One measure, McLaughlin's 1969 SMOG formula, was also trialed on documents in five languages other than English.",English,114,17
ranar Asabar ne ake bikin sunan .,hausa,33,7
Wanene mai sayar da kayan daki?,hausa,31,6
Friday anaghị amasị nri eghe,igbo,28,5
ka je dakin kwamfuta be?,hausa,24,5
Kawai jiran jirgin da zan hau nake yi.,hausa,38,8
Ni ma na taɓa zuwa gidan nakasassu.,hausa,35,7
There is reliable empirical evidence that loose monetary policy lowers both the measured risk in asset prices and the risk premia demanded by investors.,English,152,24
Ebee ka idobere mmanụ oriri?,igbo,28,5
A na-aba mba ma a na-alụ ọgụ.,igbo,29,7
Sabulun yaron na dakin wanka ?,hausa,30,6
Me ne ne asalin tatsuniya,hausa,25,5
Learn about US President Theodore Roosevelt 1858 - 1919,English,55,9
Ayan jẹ iru ododo ti a lo lati ṣe lofinda.,yoruba,42,10
"Instead, he reserved the most important announcement of his earthly ministry John 426 for a woman, and one that was of another and despised race.",English,148,25
Bẹ́ẹ̀ni mo ma lọ sí ilé ìtajà ńlá lọ́la,yoruba,39,9
This limits the amount of food you can eat at one time by making you feel full after eating small amounts of food.,English,114,23
Ìbùkún Ọlọ́run wà lórí awọn ọmọ rẹ,yoruba,34,7
"Credit NASA JPL NASA's Mars Exploration Rovers, Spirit and Opportunity, have been trekking across the Martian surface for the past half decade, surviving dust storms, sand traps, and three freezing winters with only minor setbacks.",English,232,35
Trees talk to each other at night.,English,34,7
A wana waje ake wallafa jarida?,hausa,31,6
"As for the ancestors, the sacrifice is offered where their tombs are found.",English,75,13
"So the supply of the raw material is scarcer, and the price higher.",English,67,13
Àwọn kan ti pa òkú àwọn mọ̀lẹ́bí wọn mọ́ sínú ilé òkú fún ju oṣù mẹ́fà lọ.,yoruba,74,17
Da fensir da littafi muka saya a kasuwa,hausa,39,8
Modeling the signal into an observation vector.,English,47,7
"For visualisation, cells were incubated with the nuclear stain TO-PRO-3 Molecular probes, Eugene, Ore, USA diluted 1  1000 in PBS for 15 minutes and then mounted with 5050 glycerolPBS.",English,189,30
"Ḿbà, Ọ man ga obodo Kano",igbo,25,6
Binta za ta gina gida a geto.,hausa,29,7
Nne Ujunwa na-elekọta nwa onye agbata obi ya anya mgbe ọ na-anọghị ya.,igbo,70,13
Akụọma gbara di ya alụkwaghịm.,igbo,30,5
Ecology of Lyme disease in Northeastern United States - J.F.,English,60,10
Kowani addini da ka'idojinta da koyarwa ta.,hausa,43,7
Ban so yan da gwandan yake ba.,hausa,30,7
"The brain is literally starving, unable to utilize the cerebral glucose that is present.",English,88,14
"Theory and aural training classes are not compulsory, but highly recommended, especially in the case of learners who have only one lesson a week.",English,145,24
"Echi, Mee ụmụaka ahu ka ha mata na akwụkwọ bụ igodo ọganihu",igbo,59,12
"Bẹ́ẹ̀ni, òun ló ní oko iṣu kòkó tó wà ní ìsàlẹ̀ òpópónà.",yoruba,56,12
Ba'a siyar da giya mawa yara kasa da shekara 18,hausa,47,10
kafin a dafa abinci sai an sa ruwa a wuta,hausa,41,10
The cucumbers were then put into the vats to which a recipe of salt and water was added in creating a brine.,English,108,22
A gwara anyị hichaa ọkpa anyị na ute iwu ahụ ahu tupu anyị abanye n'ime ụlọ,igbo,75,16
Ndị na-ebi akwụkwọ na-eji agba anọ nke ink.,igbo,43,8
"Bẹ́ẹ̀ni, wọ́n gbé Tayo wọlé gẹ́gẹ́ bí dókítà láìpẹ́ yìí.",yoruba,56,10
Nígbà tí mo lọ South Africa gbẹ̀yìn mo rí ẹkùn.,yoruba,47,10
Ómi n jàdé làtí ẹrọ ifùnmisàrá yèn,yoruba,42,7
Wọ́n ṣe ìpètùtù sí àwọn òrìṣà nígbà tí àwọn èrè oko kò dára.,yoruba,60,13
The topology of the circuit realized in the programmable device the mapping of the circuit into the structure of the programmable device is independent of the physical nature of the input and output signals of the cells of the programmable device.,English,249,41
Oge ga azụta ntụ oyi maka palo echi,igbo,35,8
Zaka iya min Zane?,hausa,18,4
Similarly on average 15 children with earache need to be treated with antibiotics to prevent one child from having some ear pain after just two days.,English,149,26
"The present results indicate that both the onset of the BOLD response and the initial dip depend on cortical depth and can be explained, at least in part, by the spatial gradient of delays in microvascular dilation, the fastest response being in the deep layers and the most delayed response in the capillary bed of layer I. Alcoholism, Clinical and Experimental Research.",English,372,62
"N'oge ochie, ndị mmmadụ enweghị ọkụ eletrik",igbo,43,7
"The care system is a mystery to many, with SCIE's research revealing that the majority of British people don't know what options are available to them and two thirds have no idea how much care provision costs.",English,209,37
"Given the nature of the Internet, we cannot guarantee that the transmission of data is 100 secure.",English,99,17
Ege jẹ́ ọ̀kan lára àwọn oúnjẹ tí wọ́n ń jẹ jù ní Nàìjíríà.,yoruba,58,13
The only way we can assure success for our children is to combine our ideas and concerns and communicate with each other.,English,121,22
Awọn olukọ máa ń kọ akọsilẹ ẹkọ ni gbogbo ọsẹ,yoruba,45,10
Àwọn akẹ́kọ̀ọ́ ẹ̀ka ìmọ̀ ẹ̀kọ́ Gẹ̀ẹ́sì àti ìmọ̀ lítíréṣọ̀ Fáṣitì Èkó pọ̀ jọjọ,yoruba,77,13
"As the compaction ratio is increased, the initial reduction in permeability is severe, once higher compaction ratios are achieved the reduction in permeability is less pronounced.",English,179,26
A'a ba shi ba ne direba.,hausa,24,6
Aga m eso n'otù ndị na-ere mkpụrụ osisi.,igbo,40,8
Yarbawa ba Najeriya ce kadai ba.,hausa,32,6
Fúnmi ń wé gèlè,yoruba,15,4
The confusing part is that the same term module is used while they represent something different.,English,97,16
"kechie eriri oche gị, onye ọrụ ụgbọ elu kwuru.",igbo,46,9
Da babu maganin sauro amma yanzu an samu,hausa,40,8
What country are you originally from?,English,37,6
A limited liability company uses a operating agreement as the governing document.,English,81,12
Ana jona Kayan lantarki a akwatin wuta,hausa,38,7
Asabar da Lahadi ana kiranta ƙarshen mako,hausa,41,7
Ị na-eme ekeresimesi?,igbo,21,3
"Inspiration can be thwarted by internal factors such as emotional distress or laziness to actually do the hard work that creativity requires, or to go out there and get exposed to other people's work  in order to draw inspiration from it.",English,239,42
A few days later a museum or park the instrument has been the mucous membrane which harmony through the 1920s.,English,110,20
Gina masallaci yana da lada,hausa,27,5
Ṣé ọgá ilé ìwé wà ní ọ́fìísì?,yoruba,29,7
"Combustion Theory and Modelling, Volume 16, Number 3, June 2011, Pages 571-588.",English,79,12
Máṣe lo àkùn tẹ́lẹ̀ àti àtíkè yẹn níwájú bàbá rẹ mọ́ láì láì.,yoruba,61,13
Ige ń jẹ ẹ̀pà lásán,yoruba,19,5
Mo rí olóyún mẹ́wàá ní ilé-ìwòsàn,yoruba,33,6
"Mba, aga kparia ya mmekọahụ ma oje ebe ahu",igbo,42,9
"Ụlọ ndị agadi enyerela ndị otu ndụ aka ebe a na-enyere ndị okenye aka ịsa ahụ, ejiji na ihe omume ndị ọzọ",igbo,105,22
Chuka na-akasi ụmụ akwụkwọ na-agụ agụụ ụlọ n'ebe obibi umuakwukwo.,igbo,66,10
Otua ka goomenti si chia mkpụrụ ụbọchị nnarị anọọ ma karia.,igbo,67,11
I ate egusi soup prepared with stock fish and goat meat when I visited my aunt.,igbo,79,16
"For example, the design and construction of sulfur- and bitumen-carrying tankers is complicated by complexity of the cargo tanks, which could either be built independently or as part of an integrated structure.",English,210,32
"Bẹ́ẹ̀ni, ọkùnrin náà jókòó lórí afárá",yoruba,37,6
Ya sha giyar whiskey tayi masa illa,hausa,35,7
"Also, Florida learned the hard way about the perils of printing ballots voter-by-voter.",English,87,13
Mo máa fún ilé-ẹ̀kọ́ alákọ̀ọ́ bẹ̀rẹ̀ tó wà ní agbègbè mi ní ìwé àti àpò-ìwé.,yoruba,93,15
Ndị Yoroba na-eri ose nke ukwuu.,igbo,32,6
Àwọn tó ń gbé ní ìgboro ní ọ̀pọ̀lọpọ̀ ohun àmúyẹ.,yoruba,58,10
Azụtaara m ya ọgwụ ụkwara ma na ọ chọghị ịṅụ ya.,igbo,48,11
"Rárá o, ǹ ó ní jẹ́ olórí níbi ìbáraẹnisọọ̀rọ̀ pẹ̀lú àwọn ẹ lẹgbẹ̀ ni oṣù tòun bọ̀.",yoruba,82,17
Karatun injiniya kakeyi?,hausa,24,3
Ndi eji abalị eje ahụ zutere ndị uwe oji n'ụzọ n'abalị ụnyaahụ,igbo,62,12
"Mba, nna m anaghị aṅụbiga mmanya ókè",igbo,36,7
Olú wà ní wàsààpù,yoruba,17,4
"Currently, 80 percent of the world's languages exist in only one small region or country.",English,89,15
idan ba a yi allura ba yara suna rashin lafiya,hausa,46,10
Hà ga-egbu onye ahụ gbagburu ndị ahụ?,igbo,37,7
Ìjà oyè ni Àjàní ń jà.,yoruba,22,6
"Created specifically for Mac users, WinZip Mac Edition is a simple, powerful tool designed to help you compress and secure your files with the latest in file compression and encryption technology.",English,196,31
Ɓeran ya mutu?,hausa,14,3
"Many live on or around the reservation, which also is home to 300 native people enrolled in other tribes and 1,500 non-Indians, reservation statistics indicate.",English,160,25
The surface map of Mars has been built and color-corrected to match modern estimates of the appearance of Mars.,English,111,19
Kedu ka enwéré íké ísí kwụsị ízụ ohị na Naijiria?,igbo,49,10
Mutanen ƙauyen Gobir sun iya gulma.,hausa,35,6
gbogbo orílẹ-èdè ní Ẹ̀wọ̀n,yoruba,26,4
E nwere ụdị alụmdi na nwunye dị iche iche,igbo,41,9
Ha na-efe chi Ala ka oge ihe ọkụkụ malitere.,igbo,44,9
An kai zainab Minna.,hausa,20,4
Mbelata isi ala ogbara ọhụrụ bụ isi na-ewu ewu ụmụ nwoke na-akpụ.,igbo,65,12
"Lọri míḍíà awùjọ́, ""tẹlẹ̀ mi"" túmọ̀ sí pé o fẹ́ látì rí ohun tí ẹlòmíran fíranṣẹ̀ àti sọ́.",yoruba,90,18
"A'a, ina so in yi barci",hausa,23,6
Yatsu a Najeriya wani lokaci na iya nufin gargadi .,hausa,51,10
Ọ́fíísì lecturer náà wà ní ẹ̀ka-ẹ̀kọ́ yẹn.,yoruba,42,7
"The PPD test is done to find out if you have been infected with Mycobacterium tuberculosis, the bacteria that causes TB.",English,120,21
This helps explain it more.,English,27,5
"Next to the museum, which shelters a selection of Aguntum findings, is also a vast excavation area where archaeologists are busy digging one can actually watch them at their work.",English,181,30
"Bẹẹ̀ni, Júù ní mí.",yoruba,18,4
Ṣàdánwò pẹ̀lú àwọn ìlànà àgbékalẹ̀ tí kò dára nínú àwòrán tàbí iṣẹ́ àkànṣe fídíò rẹ tó kàn.,yoruba,91,17
Malam zai tafi gudu da takalmin kwallo na zamani.,hausa,49,9
Ụmụ akwụkwọ injịniarịn gbakọtara maka nnọkọ ha.,igbo,47,7
Fish pie ɗinta ƙato ne,hausa,22,5
Nne gị abụ nọọsụ?,igbo,17,4
"The essence of manipulation History isn't something most people think of when they use Photoshop, but a lot of the techniques available in the software were created by classic photographers.",English,190,30
